"country","year","sex","age","sucides_100k_pop","gdp_per_capita"
"Mexico",2010,"male","35-54 years","9.08","9991"
"Mexico",2010,"male","55-74 years","9.02","9991"
"Mexico",2010,"female","15-24 years","3.23","9991"
"Mexico",2010,"female","25-34 years","1.83","9991"
"Mexico",2010,"female","35-54 years","1.66","9991"
"Mexico",2010,"female","55-74 years","1.08","9991"
"Mexico",2010,"male","5-14 years","0.91","9991"
"Mexico",2010,"female","5-14 years","0.63","9991"
"Mexico",2010,"female","75+ years","0.42","9991"
"Mexico",2011,"male","75+ years","12.61","10965"
"Mexico",2011,"male","15-24 years","11.56","10965"
"Mexico",2011,"male","25-34 years","10.46","10965"
"Mexico",2011,"male","35-54 years","9.78","10965"
"Mexico",2011,"male","55-74 years","9.58","10965"
"Mexico",2011,"female","15-24 years","4.01","10965"
"Mexico",2011,"female","25-34 years","2.31","10965"
"Mexico",2011,"female","35-54 years","1.55","10965"
"Mexico",2011,"female","55-74 years","1.21","10965"
"Mexico",2011,"male","5-14 years","1.17","10965"
"Mexico",2011,"female","5-14 years","0.93","10965"
"Mexico",2011,"female","75+ years","0.35","10965"
"Mexico",2012,"male","75+ years","13.25","10982"
"Mexico",2012,"male","15-24 years","10.95","10982"
"Mexico",2012,"male","25-34 years","10.24","10982"
"Mexico",2012,"male","35-54 years","9.04","10982"
"Mexico",2012,"male","55-74 years","8.81","10982"
"Mexico",2012,"female","15-24 years","3.67","10982"
"Mexico",2012,"female","25-34 years","2.18","10982"
"Mexico",2012,"female","35-54 years","1.75","10982"
"Mexico",2012,"female","55-74 years","1.37","10982"
"Mexico",2012,"male","5-14 years","1.03","10982"
"Mexico",2012,"female","5-14 years","0.69","10982"
"Mexico",2012,"female","75+ years","0.45","10982"
"Mexico",2013,"male","75+ years","12.12","11478"
"Mexico",2013,"male","25-34 years","11.51","11478"
"Mexico",2013,"male","15-24 years","10.59","11478"
"Mexico",2013,"male","35-54 years","10.21","11478"
"Mexico",2013,"male","55-74 years","9.42","11478"
"Mexico",2013,"female","15-24 years","3.5","11478"
"Mexico",2013,"female","25-34 years","2.14","11478"
"Mexico",2013,"female","35-54 years","1.73","11478"
"Mexico",2013,"female","55-74 years","1.45","11478"
"Mexico",2013,"female","75+ years","0.88","11478"
"Mexico",2013,"male","5-14 years","0.86","11478"
"Mexico",2013,"female","5-14 years","0.58","11478"
"Mexico",2014,"male","75+ years","12.86","11663"
"Mexico",2014,"male","15-24 years","11.5","11663"
"Mexico",2014,"male","25-34 years","11.27","11663"
"Mexico",2014,"male","35-54 years","10.54","11663"
"Mexico",2014,"male","55-74 years","9.83","11663"
"Mexico",2014,"female","15-24 years","3.69","11663"
"Mexico",2014,"female","25-34 years","2.72","11663"
"Mexico",2014,"female","35-54 years","2.14","11663"
"Mexico",2014,"female","55-74 years","1.35","11663"
"Mexico",2014,"male","5-14 years","1.09","11663"
"Mexico",2014,"female","5-14 years","0.96","11663"
"Mexico",2014,"female","75+ years","0.43","11663"
"Mexico",2015,"male","25-34 years","11.67","10228"
"Mexico",2015,"male","15-24 years","11.54","10228"
"Mexico",2015,"male","75+ years","11.42","10228"
"Mexico",2015,"male","35-54 years","10.28","10228"
"Mexico",2015,"male","55-74 years","9.03","10228"
"Mexico",2015,"female","15-24 years","4.26","10228"
"Mexico",2015,"female","25-34 years","2.65","10228"
"Mexico",2015,"female","35-54 years","1.9","10228"
"Mexico",2015,"female","55-74 years","1.25","10228"
"Mexico",2015,"male","5-14 years","1.16","10228"
"Mexico",2015,"female","5-14 years","0.84","10228"
"Mexico",2015,"female","75+ years","0.57","10228"
"Mongolia",2016,"male","25-34 years","43.69","4145"
"Mongolia",2016,"male","35-54 years","33.81","4145"
"Mongolia",2016,"male","15-24 years","33.62","4145"
"Mongolia",2016,"male","55-74 years","25.54","4145"
"Mongolia",2016,"male","75+ years","19.55","4145"
"Mongolia",2016,"female","75+ years","11.4","4145"
"Mongolia",2016,"female","15-24 years","7.29","4145"
"Mongolia",2016,"female","25-34 years","5.13","4145"
"Mongolia",2016,"female","35-54 years","3.69","4145"
"Mongolia",2016,"female","55-74 years","0.67","4145"
"Montenegro",2000,"female","15-24 years","0","1701"
"Montenegro",2000,"female","25-34 years","0","1701"
"Montenegro",2000,"female","35-54 years","0","1701"
"Montenegro",2000,"female","5-14 years","0","1701"
"Montenegro",2000,"female","55-74 years","0","1701"
"Montenegro",2000,"female","75+ years","0","1701"
"Montenegro",2000,"male","15-24 years","0","1701"
"Montenegro",2000,"male","25-34 years","0","1701"
"Montenegro",2000,"male","35-54 years","0","1701"
"Montenegro",2000,"male","5-14 years","0","1701"
"Montenegro",2000,"male","55-74 years","0","1701"
"Montenegro",2000,"male","75+ years","0","1701"
"Montenegro",2001,"female","15-24 years","0","2004"
"Montenegro",2001,"female","25-34 years","0","2004"
"Montenegro",2001,"female","35-54 years","0","2004"
"Montenegro",2001,"female","5-14 years","0","2004"
"Montenegro",2001,"female","55-74 years","0","2004"
"Montenegro",2001,"female","75+ years","0","2004"
"Montenegro",2001,"male","15-24 years","0","2004"
"Montenegro",2001,"male","25-34 years","0","2004"
"Montenegro",2001,"male","35-54 years","0","2004"
"Montenegro",2001,"male","5-14 years","0","2004"
"Montenegro",2001,"male","55-74 years","0","2004"
"Montenegro",2001,"male","75+ years","0","2004"
"Montenegro",2002,"female","15-24 years","0","2220"
"Montenegro",2002,"female","25-34 years","0","2220"
"Montenegro",2002,"female","35-54 years","0","2220"
"Montenegro",2002,"female","5-14 years","0","2220"
"Montenegro",2002,"female","55-74 years","0","2220"
"Montenegro",2002,"female","75+ years","0","2220"
"Montenegro",2002,"male","15-24 years","0","2220"
"Montenegro",2002,"male","25-34 years","0","2220"
"Montenegro",2002,"male","35-54 years","0","2220"
"Montenegro",2002,"male","5-14 years","0","2220"
"Montenegro",2002,"male","55-74 years","0","2220"
"Montenegro",2002,"male","75+ years","0","2220"
"Montenegro",2003,"female","15-24 years","0","2946"
"Montenegro",2003,"female","25-34 years","0","2946"
"Montenegro",2003,"female","35-54 years","0","2946"
"Montenegro",2003,"female","5-14 years","0","2946"
"Montenegro",2003,"female","55-74 years","0","2946"
"Montenegro",2003,"female","75+ years","0","2946"
"Montenegro",2003,"male","15-24 years","0","2946"
"Montenegro",2003,"male","25-34 years","0","2946"
"Montenegro",2003,"male","35-54 years","0","2946"
"Montenegro",2003,"male","5-14 years","0","2946"
"Montenegro",2003,"male","55-74 years","0","2946"
"Montenegro",2003,"male","75+ years","0","2946"
"Montenegro",2004,"female","15-24 years","0","3565"
"Montenegro",2004,"female","25-34 years","0","3565"
"Montenegro",2004,"female","35-54 years","0","3565"
"Montenegro",2004,"female","5-14 years","0","3565"
"Montenegro",2004,"female","55-74 years","0","3565"
"Montenegro",2004,"female","75+ years","0","3565"
"Montenegro",2004,"male","15-24 years","0","3565"
"Montenegro",2004,"male","25-34 years","0","3565"
"Montenegro",2004,"male","35-54 years","0","3565"
"Montenegro",2004,"male","5-14 years","0","3565"
"Montenegro",2004,"male","55-74 years","0","3565"
"Montenegro",2004,"male","75+ years","0","3565"
"Montenegro",2005,"male","75+ years","57.75","3870"
"Montenegro",2005,"male","55-74 years","57.38","3870"
"Montenegro",2005,"female","75+ years","37.48","3870"
"Montenegro",2005,"male","25-34 years","36.21","3870"
"Montenegro",2005,"male","35-54 years","33.83","3870"
"Montenegro",2005,"female","55-74 years","26.58","3870"
"Montenegro",2005,"female","35-54 years","10.45","3870"
"Montenegro",2005,"female","25-34 years","6.69","3870"
"Montenegro",2005,"female","15-24 years","4.15","3870"
"Montenegro",2005,"male","15-24 years","3.96","3870"
"Montenegro",2005,"female","5-14 years","0","3870"
"Montenegro",2005,"male","5-14 years","0","3870"
"Montenegro",2006,"female","15-24 years","0","4654"
"Montenegro",2006,"female","25-34 years","0","4654"
"Montenegro",2006,"female","35-54 years","0","4654"
"Montenegro",2006,"female","5-14 years","0","4654"
"Montenegro",2006,"female","55-74 years","0","4654"
"Montenegro",2006,"female","75+ years","0","4654"
"Montenegro",2006,"male","15-24 years","0","4654"
"Montenegro",2006,"male","25-34 years","0","4654"
"Montenegro",2006,"male","35-54 years","0","4654"
"Montenegro",2006,"male","5-14 years","0","4654"
"Montenegro",2006,"male","55-74 years","0","4654"
"Montenegro",2006,"male","75+ years","0","4654"
"Montenegro",2007,"male","75+ years","131.39","6268"
"Montenegro",2007,"male","55-74 years","55.47","6268"
"Montenegro",2007,"female","75+ years","40.88","6268"
"Montenegro",2007,"male","35-54 years","31.62","6268"
"Montenegro",2007,"male","25-34 years","26.36","6268"
"Montenegro",2007,"female","55-74 years","19.37","6268"
"Montenegro",2007,"female","35-54 years","11.6","6268"
"Montenegro",2007,"male","15-24 years","10.02","6268"
"Montenegro",2007,"female","25-34 years","6.52","6268"
"Montenegro",2007,"male","5-14 years","2.3","6268"
"Montenegro",2007,"female","15-24 years","0","6268"
"Montenegro",2007,"female","5-14 years","0","6268"
"Montenegro",2008,"male","75+ years","75.4","7705"
"Montenegro",2008,"male","55-74 years","56.16","7705"
"Montenegro",2008,"female","75+ years","56.07","7705"
"Montenegro",2008,"male","35-54 years","25.87","7705"
"Montenegro",2008,"female","55-74 years","23.87","7705"
"Montenegro",2008,"male","25-34 years","19.35","7705"
"Montenegro",2008,"female","35-54 years","17.4","7705"
"Montenegro",2008,"male","15-24 years","14.16","7705"
"Montenegro",2008,"female","25-34 years","10.72","7705"
"Montenegro",2008,"male","5-14 years","6.95","7705"
"Montenegro",2008,"female","15-24 years","2.14","7705"
"Montenegro",2008,"female","5-14 years","0","7705"
"Montenegro",2009,"male","75+ years","119.35","7023"
"Montenegro",2009,"male","55-74 years","42.15","7023"
"Montenegro",2009,"male","35-54 years","40.2","7023"
"Montenegro",2009,"female","75+ years","26.79","7023"
"Montenegro",2009,"female","55-74 years","18.79","7023"
"Montenegro",2009,"female","35-54 years","11.62","7023"
"Montenegro",2009,"male","15-24 years","6.16","7023"
"Montenegro",2009,"female","25-34 years","4.24","7023"
"Montenegro",2009,"male","5-14 years","2.34","7023"
"Montenegro",2009,"female","15-24 years","2.18","7023"
"Montenegro",2009,"male","25-34 years","2.11","7023"
"Montenegro",2009,"female","5-14 years","0","7023"
"Netherlands",1985,"male","75+ years","40.96","10428"
"Netherlands",1985,"male","55-74 years","23.1","10428"
"Netherlands",1985,"male","35-54 years","17.73","10428"
"Netherlands",1985,"male","25-34 years","17.63","10428"
"Netherlands",1985,"female","55-74 years","15.03","10428"
"Netherlands",1985,"female","35-54 years","10.99","10428"
"Netherlands",1985,"female","75+ years","10.75","10428"
"Netherlands",1985,"male","15-24 years","10.64","10428"
"Netherlands",1985,"female","25-34 years","9.25","10428"
"Netherlands",1985,"female","15-24 years","3.1","10428"
"Netherlands",1985,"male","5-14 years","0.5","10428"
"Netherlands",1985,"female","5-14 years","0.21","10428"
"Netherlands",1986,"male","75+ years","42.81","14479"
"Netherlands",1986,"male","55-74 years","23.81","14479"
"Netherlands",1986,"male","35-54 years","17.09","14479"
"Netherlands",1986,"male","25-34 years","15.19","14479"
"Netherlands",1986,"female","55-74 years","13.07","14479"
"Netherlands",1986,"female","75+ years","12.96","14479"
"Netherlands",1986,"female","35-54 years","12.05","14479"
"Netherlands",1986,"female","25-34 years","9.14","14479"
"Netherlands",1986,"male","15-24 years","8.15","14479"
"Netherlands",1986,"female","15-24 years","3.59","14479"
"Netherlands",1986,"male","5-14 years","0.31","14479"
"Netherlands",1986,"female","5-14 years","0.11","14479"
"Netherlands",1987,"male","75+ years","41.81","17560"
"Netherlands",1987,"male","55-74 years","21.68","17560"
"Netherlands",1987,"male","35-54 years","16.87","17560"
"Netherlands",1987,"male","25-34 years","15.32","17560"
"Netherlands",1987,"female","55-74 years","14.34","17560"
"Netherlands",1987,"female","75+ years","13.23","17560"
"Netherlands",1987,"female","35-54 years","11.29","17560"
"Netherlands",1987,"female","25-34 years","9.36","17560"
"Netherlands",1987,"male","15-24 years","9.22","17560"
"Netherlands",1987,"female","15-24 years","3.62","17560"
"Netherlands",1987,"male","5-14 years","0.32","17560"
"Netherlands",1987,"female","5-14 years","0.11","17560"
"Netherlands",1988,"male","75+ years","41.34","18661"
"Netherlands",1988,"male","55-74 years","20.51","18661"
"Netherlands",1988,"male","25-34 years","16.14","18661"
"Netherlands",1988,"male","35-54 years","15.54","18661"
"Netherlands",1988,"female","55-74 years","13.58","18661"
"Netherlands",1988,"female","75+ years","10.71","18661"
"Netherlands",1988,"female","35-54 years","10.12","18661"
"Netherlands",1988,"female","25-34 years","8.32","18661"
"Netherlands",1988,"male","15-24 years","8.15","18661"
"Netherlands",1988,"female","15-24 years","2.42","18661"
"Netherlands",1988,"male","5-14 years","0.54","18661"
"Netherlands",1988,"female","5-14 years","0.23","18661"
"Netherlands",1989,"male","75+ years","29","18310"
"Netherlands",1989,"male","55-74 years","20.42","18310"
"Netherlands",1989,"male","35-54 years","16.28","18310"
"Netherlands",1989,"male","25-34 years","15.36","18310"
"Netherlands",1989,"female","55-74 years","13","18310"
"Netherlands",1989,"female","75+ years","10.83","18310"
"Netherlands",1989,"female","35-54 years","10.13","18310"
"Netherlands",1989,"male","15-24 years","8.91","18310"
"Netherlands",1989,"female","25-34 years","7.22","18310"
"Netherlands",1989,"female","15-24 years","4.42","18310"
"Netherlands",1989,"male","5-14 years","0.33","18310"
"Netherlands",1989,"female","5-14 years","0.11","18310"
"Netherlands",1990,"male","75+ years","34.04","22425"
"Netherlands",1990,"male","25-34 years","15.85","22425"
"Netherlands",1990,"male","55-74 years","15.84","22425"
"Netherlands",1990,"male","35-54 years","15.59","22425"
"Netherlands",1990,"female","75+ years","14.93","22425"
"Netherlands",1990,"female","55-74 years","10.84","22425"
"Netherlands",1990,"female","35-54 years","9.31","22425"
"Netherlands",1990,"male","15-24 years","8.2","22425"
"Netherlands",1990,"female","25-34 years","7.22","22425"
"Netherlands",1990,"female","15-24 years","3.57","22425"
"Netherlands",1990,"male","5-14 years","0.55","22425"
"Netherlands",1990,"female","5-14 years","0.23","22425"
"Netherlands",1991,"male","75+ years","42.17","22906"
"Netherlands",1991,"male","55-74 years","19.04","22906"
"Netherlands",1991,"male","35-54 years","17.75","22906"
"Netherlands",1991,"male","25-34 years","15.17","22906"
"Netherlands",1991,"female","55-74 years","13.3","22906"
"Netherlands",1991,"female","75+ years","11.38","22906"
"Netherlands",1991,"male","15-24 years","9.77","22906"
"Netherlands",1991,"female","35-54 years","9.42","22906"
"Netherlands",1991,"female","25-34 years","8.59","22906"
"Netherlands",1991,"female","15-24 years","3.57","22906"
"Netherlands",1991,"male","5-14 years","0.33","22906"
"Netherlands",1991,"female","5-14 years","0","22906"
"Netherlands",1992,"male","75+ years","37.15","25205"
"Netherlands",1992,"male","55-74 years","20.22","25205"
"Netherlands",1992,"male","35-54 years","17.72","25205"
"Panama",1985,"female","35-54 years","0.55","3443"
"Netherlands",1992,"male","25-34 years","15.78","25205"
"Netherlands",1992,"female","75+ years","12.3","25205"
"Netherlands",1992,"female","35-54 years","10.38","25205"
"Netherlands",1992,"female","55-74 years","10.11","25205"
"Netherlands",1992,"male","15-24 years","9.05","25205"
"Netherlands",1992,"female","25-34 years","6.69","25205"
"Netherlands",1992,"female","15-24 years","3.75","25205"
"Netherlands",1992,"female","5-14 years","0.23","25205"
"Netherlands",1992,"male","5-14 years","0.11","25205"
"Netherlands",1993,"male","75+ years","29.92","24385"
"Netherlands",1993,"male","55-74 years","19.7","24385"
"Netherlands",1993,"male","35-54 years","16.47","24385"
"Netherlands",1993,"male","25-34 years","16.27","24385"
"Netherlands",1993,"female","75+ years","12.53","24385"
"Netherlands",1993,"male","15-24 years","10.38","24385"
"Netherlands",1993,"female","55-74 years","10.32","24385"
"Netherlands",1993,"female","35-54 years","9.27","24385"
"Netherlands",1993,"female","25-34 years","7.11","24385"
"Netherlands",1993,"female","15-24 years","3.47","24385"
"Netherlands",1993,"male","5-14 years","0.32","24385"
"Netherlands",1993,"female","5-14 years","0.22","24385"
"Netherlands",1994,"male","75+ years","33.87","25997"
"Netherlands",1994,"male","55-74 years","20.61","25997"
"Netherlands",1994,"male","35-54 years","18.59","25997"
"Netherlands",1994,"male","25-34 years","16.17","25997"
"Netherlands",1994,"female","75+ years","9.41","25997"
"Netherlands",1994,"female","35-54 years","9.23","25997"
"Netherlands",1994,"male","15-24 years","9.14","25997"
"Netherlands",1994,"female","55-74 years","8.85","25997"
"Netherlands",1994,"female","25-34 years","6.6","25997"
"Netherlands",1994,"female","15-24 years","4.06","25997"
"Netherlands",1994,"male","5-14 years","0.32","25997"
"Netherlands",1994,"female","5-14 years","0.11","25997"
"Netherlands",1995,"male","75+ years","25.73","30850"
"Netherlands",1995,"male","55-74 years","18.09","30850"
"Netherlands",1995,"male","35-54 years","17.79","30850"
"Netherlands",1995,"male","25-34 years","14.48","30850"
"Netherlands",1995,"female","75+ years","9.94","30850"
"Netherlands",1995,"male","15-24 years","9.17","30850"
"Netherlands",1995,"female","55-74 years","9.15","30850"
"Netherlands",1995,"female","35-54 years","9.06","30850"
"Netherlands",1995,"female","25-34 years","6.57","30850"
"Netherlands",1995,"female","15-24 years","4.4","30850"
"Netherlands",1995,"male","5-14 years","0.53","30850"
"Netherlands",1995,"female","5-14 years","0.11","30850"
"Netherlands",1996,"male","75+ years","33.57","30625"
"Netherlands",1996,"male","35-54 years","18.15","30625"
"Netherlands",1996,"male","25-34 years","16.9","30625"
"Netherlands",1996,"male","55-74 years","16.38","30625"
"Netherlands",1996,"female","75+ years","10.91","30625"
"Netherlands",1996,"female","55-74 years","10.55","30625"
"Netherlands",1996,"female","35-54 years","8.76","30625"
"Netherlands",1996,"male","15-24 years","8.44","30625"
"Netherlands",1996,"female","25-34 years","6.97","30625"
"Netherlands",1996,"female","15-24 years","3.91","30625"
"Netherlands",1996,"male","5-14 years","0.42","30625"
"Netherlands",1996,"female","5-14 years","0.11","30625"
"Netherlands",1997,"male","75+ years","34.01","28156"
"Netherlands",1997,"male","35-54 years","16.94","28156"
"Netherlands",1997,"male","55-74 years","16.1","28156"
"Netherlands",1997,"male","25-34 years","15.83","28156"
"Netherlands",1997,"female","75+ years","11.7","28156"
"Netherlands",1997,"male","15-24 years","11.29","28156"
"Netherlands",1997,"female","55-74 years","9.72","28156"
"Netherlands",1997,"female","35-54 years","8.59","28156"
"Netherlands",1997,"female","25-34 years","6.84","28156"
"Netherlands",1997,"female","15-24 years","4.42","28156"
"Netherlands",1997,"male","5-14 years","1.13","28156"
"Netherlands",1997,"female","5-14 years","0","28156"
"Netherlands",1998,"male","75+ years","31.53","29351"
"Netherlands",1998,"male","25-34 years","17.27","29351"
"Netherlands",1998,"male","55-74 years","15.77","29351"
"Netherlands",1998,"male","35-54 years","15.7","29351"
"Netherlands",1998,"female","75+ years","10.66","29351"
"Netherlands",1998,"female","55-74 years","9.86","29351"
"Netherlands",1998,"male","15-24 years","9.2","29351"
"Netherlands",1998,"female","35-54 years","9.13","29351"
"Netherlands",1998,"female","25-34 years","6.2","29351"
"Netherlands",1998,"female","15-24 years","2.25","29351"
"Netherlands",1998,"male","5-14 years","0.61","29351"
"Netherlands",1998,"female","5-14 years","0.32","29351"
"Netherlands",1999,"male","75+ years","27.1","29799"
"Netherlands",1999,"male","35-54 years","17.61","29799"
"Netherlands",1999,"male","55-74 years","16.43","29799"
"Netherlands",1999,"male","25-34 years","15.06","29799"
"Netherlands",1999,"female","75+ years","9.34","29799"
"Netherlands",1999,"female","55-74 years","8.62","29799"
"Netherlands",1999,"male","15-24 years","8.54","29799"
"Netherlands",1999,"female","35-54 years","8.35","29799"
"Netherlands",1999,"female","25-34 years","6.47","29799"
"Netherlands",1999,"female","15-24 years","4.42","29799"
"Netherlands",1999,"male","5-14 years","0.7","29799"
"Netherlands",1999,"female","5-14 years","0.52","29799"
"Netherlands",2000,"male","75+ years","28.32","27644"
"Netherlands",2000,"male","35-54 years","17.87","27644"
"Netherlands",2000,"male","55-74 years","15.36","27644"
"Netherlands",2000,"male","25-34 years","12.95","27644"
"Netherlands",2000,"female","55-74 years","10.11","27644"
"Netherlands",2000,"male","15-24 years","9.37","27644"
"Netherlands",2000,"female","35-54 years","9.26","27644"
"Netherlands",2000,"female","75+ years","7.78","27644"
"Netherlands",2000,"female","25-34 years","5.53","27644"
"Netherlands",2000,"female","15-24 years","1.94","27644"
"Netherlands",2000,"male","5-14 years","0.5","27644"
"Netherlands",2000,"female","5-14 years","0","27644"
"Netherlands",2001,"male","75+ years","27.71","28366"
"Netherlands",2001,"male","35-54 years","18.21","28366"
"Netherlands",2001,"male","25-34 years","14.97","28366"
"Netherlands",2001,"male","55-74 years","14.89","28366"
"Netherlands",2001,"female","35-54 years","8.68","28366"
"Netherlands",2001,"female","75+ years","8.48","28366"
"Netherlands",2001,"male","15-24 years","7.33","28366"
"Netherlands",2001,"female","55-74 years","7.17","28366"
"Netherlands",2001,"female","25-34 years","5.13","28366"
"Netherlands",2001,"female","15-24 years","3.42","28366"
"Netherlands",2001,"female","5-14 years","0.21","28366"
"Netherlands",2001,"male","5-14 years","0.1","28366"
"Netherlands",2002,"male","75+ years","25.7","30757"
"Netherlands",2002,"male","35-54 years","19.42","30757"
"Netherlands",2002,"male","55-74 years","15.61","30757"
"Netherlands",2002,"male","25-34 years","15.02","30757"
"Netherlands",2002,"female","55-74 years","9.69","30757"
"Netherlands",2002,"female","35-54 years","9.05","30757"
"Netherlands",2002,"female","75+ years","8.71","30757"
"Netherlands",2002,"male","15-24 years","8.18","30757"
"Netherlands",2002,"female","25-34 years","4.9","30757"
"Netherlands",2002,"female","15-24 years","2.75","30757"
"Netherlands",2002,"male","5-14 years","0.49","30757"
"Netherlands",2002,"female","5-14 years","0.21","30757"
"Netherlands",2003,"male","75+ years","21.81","37614"
"Netherlands",2003,"male","35-54 years","18.48","37614"
"Netherlands",2003,"male","55-74 years","16.35","37614"
"Netherlands",2003,"male","25-34 years","14.25","37614"
"Netherlands",2003,"female","75+ years","10.94","37614"
"Netherlands",2003,"female","55-74 years","9.04","37614"
"Netherlands",2003,"female","35-54 years","7.99","37614"
"Netherlands",2003,"male","15-24 years","6.9","37614"
"Netherlands",2003,"female","25-34 years","4.22","37614"
"Netherlands",2003,"female","15-24 years","3.05","37614"
"Netherlands",2003,"male","5-14 years","0.2","37614"
"Netherlands",2003,"female","5-14 years","0.1","37614"
"Netherlands",2004,"male","75+ years","22.62","42614"
"Netherlands",2004,"male","35-54 years","19.62","42614"
"Netherlands",2004,"male","55-74 years","14.85","42614"
"Netherlands",2004,"male","25-34 years","12.61","42614"
"Netherlands",2004,"female","35-54 years","9.51","42614"
"Netherlands",2004,"female","75+ years","9.14","42614"
"Netherlands",2004,"female","55-74 years","8.21","42614"
"Netherlands",2004,"male","15-24 years","7.28","42614"
"Netherlands",2004,"female","25-34 years","3.8","42614"
"Netherlands",2004,"female","15-24 years","2.62","42614"
"Netherlands",2004,"male","5-14 years","0.69","42614"
"Netherlands",2004,"female","5-14 years","0.21","42614"
"Netherlands",2005,"male","75+ years","21.17","44289"
"Netherlands",2005,"male","35-54 years","20.1","44289"
"Netherlands",2005,"male","55-74 years","16.25","44289"
"Netherlands",2005,"male","25-34 years","13.35","44289"
"Netherlands",2005,"female","35-54 years","9.32","44289"
"Netherlands",2005,"female","55-74 years","8.17","44289"
"Netherlands",2005,"male","15-24 years","7.86","44289"
"Netherlands",2005,"female","75+ years","7.2","44289"
"Netherlands",2005,"female","25-34 years","5.13","44289"
"Netherlands",2005,"female","15-24 years","3.44","44289"
"Netherlands",2005,"male","5-14 years","1.08","44289"
"Netherlands",2005,"female","5-14 years","0.21","44289"
"Netherlands",2006,"male","75+ years","24.39","47281"
"Netherlands",2006,"male","35-54 years","18.66","47281"
"Netherlands",2006,"male","55-74 years","15.27","47281"
"Netherlands",2006,"male","25-34 years","13.69","47281"
"Netherlands",2006,"male","15-24 years","9.13","47281"
"Netherlands",2006,"female","55-74 years","8.44","47281"
"Netherlands",2006,"female","35-54 years","8.42","47281"
"Netherlands",2006,"female","75+ years","6.36","47281"
"Netherlands",2006,"female","25-34 years","4.89","47281"
"Netherlands",2006,"female","15-24 years","3.53","47281"
"Netherlands",2006,"female","5-14 years","0.31","47281"
"Netherlands",2006,"male","5-14 years","0.1","47281"
"Netherlands",2007,"male","75+ years","18.91","54418"
"Netherlands",2007,"male","35-54 years","17.03","54418"
"Netherlands",2007,"male","55-74 years","15.05","54418"
"Netherlands",2007,"male","25-34 years","11.19","54418"
"Netherlands",2007,"female","55-74 years","7.28","54418"
"Netherlands",2007,"male","15-24 years","7.18","54418"
"Netherlands",2007,"female","35-54 years","6.94","54418"
"Netherlands",2007,"female","75+ years","5.97","54418"
"Netherlands",2007,"female","25-34 years","4.72","54418"
"Netherlands",2007,"female","15-24 years","2.27","54418"
"Netherlands",2007,"male","5-14 years","0.49","54418"
"Netherlands",2007,"female","5-14 years","0.41","54418"
"Netherlands",2008,"male","75+ years","20.75","60375"
"Netherlands",2008,"male","35-54 years","18.46","60375"
"Netherlands",2008,"male","55-74 years","14.83","60375"
"Netherlands",2008,"male","25-34 years","11.83","60375"
"Netherlands",2008,"female","55-74 years","8.8","60375"
"Netherlands",2008,"female","35-54 years","7.47","60375"
"Netherlands",2008,"male","15-24 years","6.61","60375"
"Netherlands",2008,"female","75+ years","5.6","60375"
"Netherlands",2008,"female","25-34 years","4.09","60375"
"Netherlands",2008,"female","15-24 years","3.16","60375"
"Netherlands",2008,"male","5-14 years","0.49","60375"
"Netherlands",2008,"female","5-14 years","0","60375"
"Netherlands",2009,"male","75+ years","22.48","54988"
"Netherlands",2009,"male","35-54 years","19.41","54988"
"Netherlands",2009,"male","55-74 years","16.7","54988"
"Netherlands",2009,"male","25-34 years","11.46","54988"
"Netherlands",2009,"female","35-54 years","8.5","54988"
"Netherlands",2009,"male","15-24 years","7.51","54988"
"Netherlands",2009,"female","55-74 years","7.39","54988"
"Netherlands",2009,"female","75+ years","6.81","54988"
"Netherlands",2009,"female","25-34 years","4.82","54988"
"Netherlands",2009,"female","15-24 years","2.42","54988"
"Netherlands",2009,"male","5-14 years","0.59","54988"
"Netherlands",2009,"female","5-14 years","0.21","54988"
"Netherlands",2010,"male","35-54 years","20.01","53302"
"Netherlands",2010,"male","55-74 years","18.71","53302"
"Netherlands",2010,"male","75+ years","18.61","53302"
"Netherlands",2010,"male","25-34 years","11.44","53302"
"Netherlands",2010,"male","15-24 years","9.38","53302"
"Netherlands",2010,"female","35-54 years","8.49","53302"
"Netherlands",2010,"female","55-74 years","7.9","53302"
"Netherlands",2010,"female","75+ years","6.44","53302"
"Netherlands",2010,"female","25-34 years","5.32","53302"
"Netherlands",2010,"female","15-24 years","2.6","53302"
"Netherlands",2010,"male","5-14 years","0.49","53302"
"Netherlands",2010,"female","5-14 years","0.1","53302"
"Netherlands",2011,"male","35-54 years","20.49","56667"
"Netherlands",2011,"male","75+ years","20","56667"
"Netherlands",2011,"male","55-74 years","17.43","56667"
"Netherlands",2011,"male","25-34 years","13.65","56667"
"Netherlands",2011,"female","55-74 years","8.72","56667"
"Netherlands",2011,"female","35-54 years","8.63","56667"
"Netherlands",2011,"male","15-24 years","8.18","56667"
"Netherlands",2011,"female","25-34 years","6.28","56667"
"Netherlands",2011,"female","75+ years","5.52","56667"
"Netherlands",2011,"female","15-24 years","3.78","56667"
"Netherlands",2011,"male","5-14 years","0.3","56667"
"Netherlands",2011,"female","5-14 years","0.1","56667"
"Netherlands",2012,"male","35-54 years","21.84","52334"
"Netherlands",2012,"male","75+ years","19.37","52334"
"Netherlands",2012,"male","55-74 years","17.22","52334"
"Netherlands",2012,"male","25-34 years","14.05","52334"
"Netherlands",2012,"female","35-54 years","9.94","52334"
