"country","year","sex","age","sucides_100k_pop","gdp_per_capita"
"Trinidad and Tobago",1992,"male","35-54 years","31.32","4803"
"Trinidad and Tobago",1992,"male","55-74 years","26.06","4803"
"Trinidad and Tobago",1992,"male","15-24 years","25.49","4803"
"Trinidad and Tobago",1992,"female","15-24 years","8.75","4803"
"Trinidad and Tobago",1992,"female","25-34 years","6.09","4803"
"Trinidad and Tobago",1992,"female","55-74 years","5.31","4803"
"Trinidad and Tobago",1992,"female","35-54 years","4.11","4803"
"Trinidad and Tobago",1992,"female","5-14 years","2.28","4803"
"Trinidad and Tobago",1992,"male","5-14 years","1.29","4803"
"Trinidad and Tobago",1992,"female","75+ years","0","4803"
"Trinidad and Tobago",1993,"male","35-54 years","40.8","4066"
"Trinidad and Tobago",1993,"male","25-34 years","40.71","4066"
"Trinidad and Tobago",1993,"male","55-74 years","25.76","4066"
"Trinidad and Tobago",1993,"male","15-24 years","21","4066"
"Trinidad and Tobago",1993,"female","15-24 years","8.58","4066"
"Trinidad and Tobago",1993,"male","75+ years","7.14","4066"
"Trinidad and Tobago",1993,"female","25-34 years","6.08","4066"
"Trinidad and Tobago",1993,"female","55-74 years","5.2","4066"
"Trinidad and Tobago",1993,"female","35-54 years","4.75","4066"
"Trinidad and Tobago",1993,"female","5-14 years","1.51","4066"
"Trinidad and Tobago",1993,"female","75+ years","0","4066"
"Trinidad and Tobago",1993,"male","5-14 years","0","4066"
"Trinidad and Tobago",1994,"male","55-74 years","36.57","4254"
"Trinidad and Tobago",1994,"male","25-34 years","31.22","4254"
"Trinidad and Tobago",1994,"male","35-54 years","23.51","4254"
"Trinidad and Tobago",1994,"male","75+ years","21.13","4254"
"Trinidad and Tobago",1994,"male","15-24 years","15.81","4254"
"Trinidad and Tobago",1994,"female","25-34 years","10.14","4254"
"Trinidad and Tobago",1994,"female","15-24 years","9.29","4254"
"Trinidad and Tobago",1994,"female","35-54 years","5.35","4254"
"Trinidad and Tobago",1994,"female","55-74 years","5.08","4254"
"Trinidad and Tobago",1994,"male","5-14 years","1.3","4254"
"Trinidad and Tobago",1994,"female","5-14 years","0","4254"
"Trinidad and Tobago",1994,"female","75+ years","0","4254"
"Trinidad and Tobago",1995,"male","75+ years","73.07","4637"
"Trinidad and Tobago",1995,"male","25-34 years","41.62","4637"
"Trinidad and Tobago",1995,"male","55-74 years","40.02","4637"
"Trinidad and Tobago",1995,"male","35-54 years","37.4","4637"
"Trinidad and Tobago",1995,"male","15-24 years","14.72","4637"
"Trinidad and Tobago",1995,"female","25-34 years","9.83","4637"
"Trinidad and Tobago",1995,"female","15-24 years","8.83","4637"
"Trinidad and Tobago",1995,"female","35-54 years","7.72","4637"
"Trinidad and Tobago",1995,"female","55-74 years","6.13","4637"
"Trinidad and Tobago",1995,"female","5-14 years","2.89","4637"
"Trinidad and Tobago",1995,"male","5-14 years","0.7","4637"
"Trinidad and Tobago",1995,"female","75+ years","0","4637"
"Trinidad and Tobago",1996,"male","75+ years","53.04","4982"
"Trinidad and Tobago",1996,"male","25-34 years","29.18","4982"
"Trinidad and Tobago",1996,"male","55-74 years","28.94","4982"
"Trinidad and Tobago",1996,"male","35-54 years","28.88","4982"
"Trinidad and Tobago",1996,"male","15-24 years","13.59","4982"
"Trinidad and Tobago",1996,"female","15-24 years","13","4982"
"Trinidad and Tobago",1996,"female","75+ years","11.35","4982"
"Trinidad and Tobago",1996,"female","55-74 years","7.5","4982"
"Trinidad and Tobago",1996,"female","25-34 years","5.99","4982"
"Trinidad and Tobago",1996,"female","35-54 years","3.41","4982"
"Trinidad and Tobago",1996,"female","5-14 years","1.48","4982"
"Trinidad and Tobago",1996,"male","5-14 years","0","4982"
"Trinidad and Tobago",1997,"male","75+ years","43.1","4937"
"Trinidad and Tobago",1997,"male","25-34 years","34.84","4937"
"Trinidad and Tobago",1997,"male","55-74 years","31.58","4937"
"Trinidad and Tobago",1997,"male","35-54 years","28.64","4937"
"Trinidad and Tobago",1997,"male","15-24 years","20.75","4937"
"Trinidad and Tobago",1997,"female","15-24 years","11.02","4937"
"Trinidad and Tobago",1997,"female","25-34 years","8.14","4937"
"Trinidad and Tobago",1997,"female","55-74 years","5.87","4937"
"Trinidad and Tobago",1997,"female","35-54 years","3.96","4937"
"Trinidad and Tobago",1997,"male","5-14 years","1.49","4937"
"Trinidad and Tobago",1997,"female","5-14 years","0","4937"
"Trinidad and Tobago",1997,"female","75+ years","0","4937"
"Trinidad and Tobago",1998,"male","75+ years","42.34","5175"
"Trinidad and Tobago",1998,"male","35-54 years","40.42","5175"
"Trinidad and Tobago",1998,"male","25-34 years","33.41","5175"
"Trinidad and Tobago",1998,"male","55-74 years","25.88","5175"
"Trinidad and Tobago",1998,"male","15-24 years","18.62","5175"
"Trinidad and Tobago",1998,"female","75+ years","10.77","5175"
"Trinidad and Tobago",1998,"female","15-24 years","8.26","5175"
"Trinidad and Tobago",1998,"female","25-34 years","7.26","5175"
"Trinidad and Tobago",1998,"female","35-54 years","4.49","5175"
"Trinidad and Tobago",1998,"female","5-14 years","2.39","5175"
"Trinidad and Tobago",1998,"female","55-74 years","1.43","5175"
"Trinidad and Tobago",1998,"male","5-14 years","0.77","5175"
"Trinidad and Tobago",1999,"male","55-74 years","39.26","5803"
"Trinidad and Tobago",1999,"male","25-34 years","29.7","5803"
"Trinidad and Tobago",1999,"male","35-54 years","23.99","5803"
"Trinidad and Tobago",1999,"male","15-24 years","12.65","5803"
"Trinidad and Tobago",1999,"female","25-34 years","8.45","5803"
"Trinidad and Tobago",1999,"male","75+ years","8.38","5803"
"Trinidad and Tobago",1999,"female","15-24 years","6.45","5803"
"Trinidad and Tobago",1999,"female","35-54 years","5.62","5803"
"Trinidad and Tobago",1999,"female","55-74 years","5.56","5803"
"Trinidad and Tobago",1999,"female","75+ years","5.26","5803"
"Trinidad and Tobago",1999,"female","5-14 years","0","5803"
"Trinidad and Tobago",1999,"male","5-14 years","0","5803"
"Trinidad and Tobago",2000,"male","75+ years","33.45","6920"
"Trinidad and Tobago",2000,"male","35-54 years","32.53","6920"
"Trinidad and Tobago",2000,"male","25-34 years","32.15","6920"
"Trinidad and Tobago",2000,"male","55-74 years","30.4","6920"
"Trinidad and Tobago",2000,"female","75+ years","25.76","6920"
"Trinidad and Tobago",2000,"male","15-24 years","19.35","6920"
"Trinidad and Tobago",2000,"female","15-24 years","7.1","6920"
"Trinidad and Tobago",2000,"female","55-74 years","5.39","6920"
"Trinidad and Tobago",2000,"female","25-34 years","5.34","6920"
"Trinidad and Tobago",2000,"female","35-54 years","4.28","6920"
"Trinidad and Tobago",2000,"female","5-14 years","1.73","6920"
"Trinidad and Tobago",2000,"male","5-14 years","0.84","6920"
"Trinidad and Tobago",2001,"male","75+ years","56.68","7458"
"Trinidad and Tobago",2001,"male","35-54 years","36.19","7458"
"Trinidad and Tobago",2001,"male","25-34 years","27.73","7458"
"Trinidad and Tobago",2001,"male","55-74 years","26.57","7458"
"Trinidad and Tobago",2001,"male","15-24 years","22.1","7458"
"Trinidad and Tobago",2001,"female","15-24 years","12.42","7458"
"Trinidad and Tobago",2001,"female","55-74 years","6.57","7458"
"Trinidad and Tobago",2001,"female","35-54 years","6","7458"
"Trinidad and Tobago",2001,"female","75+ years","5","7458"
"Trinidad and Tobago",2001,"female","25-34 years","4.26","7458"
"Trinidad and Tobago",2001,"female","5-14 years","1.81","7458"
"Trinidad and Tobago",2001,"male","5-14 years","0","7458"
"Trinidad and Tobago",2002,"male","25-34 years","30.59","7578"
"Trinidad and Tobago",2002,"male","35-54 years","28.72","7578"
"Trinidad and Tobago",2002,"male","55-74 years","27.17","7578"
"Trinidad and Tobago",2002,"male","75+ years","23.66","7578"
"Trinidad and Tobago",2002,"male","15-24 years","21.84","7578"
"Trinidad and Tobago",2002,"female","25-34 years","9.5","7578"
"Trinidad and Tobago",2002,"female","15-24 years","5.37","7578"
"Trinidad and Tobago",2002,"female","75+ years","4.86","7578"
"Trinidad and Tobago",2002,"female","35-54 years","4.13","7578"
"Trinidad and Tobago",2002,"female","5-14 years","1.89","7578"
"Trinidad and Tobago",2002,"female","55-74 years","1.28","7578"
"Trinidad and Tobago",2002,"male","5-14 years","0","7578"
"Trinidad and Tobago",2003,"male","75+ years","30.96","9465"
"Trinidad and Tobago",2003,"male","55-74 years","27.65","9465"
"Trinidad and Tobago",2003,"male","25-34 years","25.96","9465"
"Trinidad and Tobago",2003,"male","35-54 years","20.9","9465"
"Trinidad and Tobago",2003,"male","15-24 years","17.2","9465"
"Trinidad and Tobago",2003,"female","15-24 years","9.9","9465"
"Trinidad and Tobago",2003,"female","75+ years","9.47","9465"
"Trinidad and Tobago",2003,"female","35-54 years","7.57","9465"
"Trinidad and Tobago",2003,"female","25-34 years","5.2","9465"
"Trinidad and Tobago",2003,"female","55-74 years","2.48","9465"
"Trinidad and Tobago",2003,"male","5-14 years","0.96","9465"
"Trinidad and Tobago",2003,"female","5-14 years","0","9465"
"Trinidad and Tobago",2004,"male","25-34 years","41.71","11066"
"Trinidad and Tobago",2004,"male","75+ years","38.28","11066"
"Trinidad and Tobago",2004,"male","55-74 years","30.65","11066"
"Trinidad and Tobago",2004,"male","35-54 years","27.64","11066"
"Trinidad and Tobago",2004,"male","15-24 years","19.45","11066"
"Trinidad and Tobago",2004,"female","75+ years","9.27","11066"
"Trinidad and Tobago",2004,"female","55-74 years","8.4","11066"
"Trinidad and Tobago",2004,"female","25-34 years","6.12","11066"
"Trinidad and Tobago",2004,"female","35-54 years","3.45","11066"
"Trinidad and Tobago",2004,"female","15-24 years","2.29","11066"
"Trinidad and Tobago",2004,"female","5-14 years","1.02","11066"
"Trinidad and Tobago",2004,"male","5-14 years","0","11066"
"Trinidad and Tobago",2005,"male","75+ years","30.53","13258"
"Trinidad and Tobago",2005,"male","25-34 years","29.81","13258"
"Trinidad and Tobago",2005,"male","35-54 years","26.26","13258"
"Trinidad and Tobago",2005,"male","55-74 years","15.38","13258"
"Trinidad and Tobago",2005,"male","15-24 years","13.59","13258"
"Trinidad and Tobago",2005,"female","75+ years","9.1","13258"
"Trinidad and Tobago",2005,"female","15-24 years","7.69","13258"
"Trinidad and Tobago",2005,"female","25-34 years","4.99","13258"
"Trinidad and Tobago",2005,"female","35-54 years","3.41","13258"
"Trinidad and Tobago",2005,"female","55-74 years","2.32","13258"
"Trinidad and Tobago",2005,"female","5-14 years","1.06","13258"
"Trinidad and Tobago",2005,"male","5-14 years","0","13258"
"Trinidad and Tobago",2006,"male","35-54 years","26.1","15190"
"Trinidad and Tobago",2006,"male","25-34 years","23.12","15190"
"Trinidad and Tobago",2006,"male","75+ years","22.18","15190"
"Trinidad and Tobago",2006,"male","55-74 years","21.03","15190"
"Trinidad and Tobago",2006,"male","15-24 years","17.75","15190"
"Trinidad and Tobago",2006,"female","55-74 years","6.74","15190"
"Trinidad and Tobago",2006,"female","15-24 years","5.5","15190"
"Trinidad and Tobago",2006,"female","25-34 years","4.84","15190"
"Trinidad and Tobago",2006,"female","35-54 years","4.51","15190"
"Trinidad and Tobago",2006,"male","5-14 years","2.12","15190"
"Trinidad and Tobago",2006,"female","5-14 years","0","15190"
"Trinidad and Tobago",2006,"female","75+ years","0","15190"
"Trinidad and Tobago",2007,"male","75+ years","36.04","17827"
"Trinidad and Tobago",2007,"male","25-34 years","35.39","17827"
"Trinidad and Tobago",2007,"male","35-54 years","19.16","17827"
"Trinidad and Tobago",2007,"male","55-74 years","16.68","17827"
"Trinidad and Tobago",2007,"male","15-24 years","15.93","17827"
"Trinidad and Tobago",2007,"female","25-34 years","5.62","17827"
"Trinidad and Tobago",2007,"female","75+ years","4.35","17827"
"Trinidad and Tobago",2007,"female","55-74 years","3.26","17827"
"Trinidad and Tobago",2007,"female","15-24 years","3.25","17827"
"Trinidad and Tobago",2007,"female","35-54 years","2.79","17827"
"Trinidad and Tobago",2007,"female","5-14 years","1.11","17827"
"Trinidad and Tobago",2007,"male","5-14 years","0","17827"
"Trinidad and Tobago",2008,"male","35-54 years","38.59","22857"
"Trinidad and Tobago",2008,"male","55-74 years","34.38","22857"
"Trinidad and Tobago",2008,"male","25-34 years","33.35","22857"
"Trinidad and Tobago",2008,"male","75+ years","21.19","22857"
"Trinidad and Tobago",2008,"male","15-24 years","19.05","22857"
"Trinidad and Tobago",2008,"female","15-24 years","9.29","22857"
"Trinidad and Tobago",2008,"female","35-54 years","8.3","22857"
"Trinidad and Tobago",2008,"female","25-34 years","4.53","22857"
"Trinidad and Tobago",2008,"female","75+ years","4.27","22857"
"Trinidad and Tobago",2008,"female","55-74 years","4.2","22857"
"Trinidad and Tobago",2008,"male","5-14 years","1.1","22857"
"Trinidad and Tobago",2008,"female","5-14 years","0","22857"
"Trinidad and Tobago",2009,"male","25-34 years","23.65","15652"
"Trinidad and Tobago",2009,"male","15-24 years","21.6","15652"
"Trinidad and Tobago",2009,"male","35-54 years","21.11","15652"
"Trinidad and Tobago",2009,"male","75+ years","20.82","15652"
"Trinidad and Tobago",2009,"male","55-74 years","14.33","15652"
"Trinidad and Tobago",2009,"female","55-74 years","6.07","15652"
"Trinidad and Tobago",2009,"female","15-24 years","4.41","15652"
"Trinidad and Tobago",2009,"female","25-34 years","4.4","15652"
"Trinidad and Tobago",2009,"female","35-54 years","2.74","15652"
"Trinidad and Tobago",2009,"male","5-14 years","1.11","15652"
"Trinidad and Tobago",2009,"female","5-14 years","0","15652"
"Trinidad and Tobago",2009,"female","75+ years","0","15652"
"Trinidad and Tobago",2010,"male","25-34 years","32.57","18000"
"Trinidad and Tobago",2010,"male","75+ years","27.32","18000"
"Trinidad and Tobago",2010,"male","35-54 years","26.49","18000"
"Trinidad and Tobago",2010,"male","55-74 years","22.26","18000"
"Trinidad and Tobago",2010,"male","15-24 years","15.32","18000"
"Trinidad and Tobago",2010,"female","15-24 years","8.29","18000"
"Trinidad and Tobago",2010,"female","25-34 years","7.74","18000"
"Trinidad and Tobago",2010,"female","35-54 years","4.36","18000"
"Trinidad and Tobago",2010,"female","55-74 years","3.9","18000"
"Trinidad and Tobago",2010,"female","5-14 years","1.14","18000"
"Trinidad and Tobago",2010,"male","5-14 years","1.11","18000"
"Trinidad and Tobago",2010,"female","75+ years","0","18000"
"Trinidad and Tobago",2011,"male","75+ years","32.92","20557"
"Trinidad and Tobago",2011,"male","35-54 years","22.54","20557"
"Trinidad and Tobago",2011,"male","55-74 years","21.61","20557"
"Trinidad and Tobago",2011,"male","25-34 years","20.96","20557"
"Trinidad and Tobago",2011,"male","15-24 years","18.75","20557"
"Trinidad and Tobago",2011,"female","25-34 years","6.73","20557"
"Trinidad and Tobago",2011,"female","15-24 years","4.79","20557"
"Trinidad and Tobago",2011,"female","35-54 years","4.33","20557"
"Trinidad and Tobago",2011,"female","55-74 years","3.79","20557"
"Trinidad and Tobago",2011,"female","5-14 years","2.27","20557"
"Trinidad and Tobago",2011,"female","75+ years","0","20557"
"Trinidad and Tobago",2011,"male","5-14 years","0","20557"
"Turkey",2009,"male","75+ years","4.09","9773"
"Turkey",2009,"male","55-74 years","3.34","9773"
"Turkey",2009,"male","35-54 years","3.13","9773"
"Turkey",2009,"male","25-34 years","3.01","9773"
"Turkey",2009,"male","15-24 years","2.18","9773"
"Turkey",2009,"female","75+ years","1.45","9773"
"Turkey",2009,"female","15-24 years","1.21","9773"
"Turkey",2009,"female","55-74 years","0.88","9773"
"Turkey",2009,"female","25-34 years","0.72","9773"
"Turkey",2009,"female","35-54 years","0.64","9773"
"Turkey",2009,"male","5-14 years","0.35","9773"
"Uruguay",1989,"male","25-34 years","15.7","2992"
"Turkey",2009,"female","5-14 years","0.29","9773"
"Turkey",2010,"male","75+ years","7.49","11525"
"Turkey",2010,"male","35-54 years","4.26","11525"
"Turkey",2010,"male","55-74 years","4.24","11525"
"Turkey",2010,"male","25-34 years","3.9","11525"
"Turkey",2010,"male","15-24 years","3.71","11525"
"Turkey",2010,"female","75+ years","2.28","11525"
"Turkey",2010,"female","15-24 years","1.55","11525"
"Turkey",2010,"female","55-74 years","1.26","11525"
"Turkey",2010,"female","35-54 years","1.2","11525"
"Turkey",2010,"female","25-34 years","0.99","11525"
"Turkey",2010,"male","5-14 years","0.41","11525"
"Turkey",2010,"female","5-14 years","0.4","11525"
"Turkey",2011,"male","75+ years","5.23","12237"
"Turkey",2011,"male","55-74 years","3.7","12237"
"Turkey",2011,"male","35-54 years","2.81","12237"
"Turkey",2011,"male","25-34 years","2.79","12237"
"Turkey",2011,"male","15-24 years","2.76","12237"
"Turkey",2011,"female","15-24 years","1.35","12237"
"Turkey",2011,"female","75+ years","1.18","12237"
"Turkey",2011,"female","25-34 years","0.96","12237"
"Turkey",2011,"female","35-54 years","0.88","12237"
"Turkey",2011,"female","55-74 years","0.73","12237"
"Turkey",2011,"female","5-14 years","0.37","12237"
"Turkey",2011,"male","5-14 years","0.31","12237"
"Turkey",2012,"male","75+ years","6.54","12671"
"Turkey",2012,"male","35-54 years","4.11","12671"
"Turkey",2012,"male","55-74 years","3.97","12671"
"Turkey",2012,"male","25-34 years","3.5","12671"
"Turkey",2012,"male","15-24 years","2.86","12671"
"Turkey",2012,"female","75+ years","1.74","12671"
"Turkey",2012,"female","15-24 years","1.53","12671"
"Turkey",2012,"female","25-34 years","1.24","12671"
"Turkey",2012,"female","35-54 years","1.18","12671"
"Turkey",2012,"female","55-74 years","1.12","12671"
"Turkey",2012,"male","5-14 years","0.37","12671"
"Turkey",2012,"female","5-14 years","0.24","12671"
"Turkey",2013,"male","75+ years","8.3","13603"
"Turkey",2013,"male","55-74 years","5.12","13603"
"Turkey",2013,"male","35-54 years","4.78","13603"
"Turkey",2013,"male","25-34 years","4.39","13603"
"Turkey",2013,"male","15-24 years","3.92","13603"
"Turkey",2013,"female","15-24 years","2.15","13603"
"Turkey",2013,"female","75+ years","2.11","13603"
"Turkey",2013,"female","55-74 years","1.44","13603"
"Turkey",2013,"female","25-34 years","1.38","13603"
"Turkey",2013,"female","35-54 years","1.2","13603"
"Turkey",2013,"female","5-14 years","0.37","13603"
"Turkey",2013,"male","5-14 years","0.26","13603"
"Turkey",2014,"male","75+ years","6.93","13170"
"Turkey",2014,"male","55-74 years","4.64","13170"
"Turkey",2014,"male","15-24 years","3.99","13170"
"Turkey",2014,"male","35-54 years","3.85","13170"
"Turkey",2014,"male","25-34 years","3.75","13170"
"Turkey",2014,"female","15-24 years","1.83","13170"
"Turkey",2014,"female","75+ years","1.61","13170"
"Turkey",2014,"female","55-74 years","1.51","13170"
"Turkey",2014,"female","35-54 years","1.08","13170"
"Turkey",2014,"female","25-34 years","1.03","13170"
"Turkey",2014,"male","5-14 years","0.32","13170"
"Turkey",2014,"female","5-14 years","0.29","13170"
"Turkey",2015,"male","75+ years","6.18","11961"
"Turkey",2015,"male","55-74 years","4.39","11961"
"Turkey",2015,"male","25-34 years","3.74","11961"
"Turkey",2015,"male","35-54 years","3.68","11961"
"Turkey",2015,"male","15-24 years","3.15","11961"
"Turkey",2015,"female","15-24 years","2.09","11961"
"Turkey",2015,"female","75+ years","1.69","11961"
"Turkey",2015,"female","25-34 years","1.14","11961"
"Turkey",2015,"female","35-54 years","1.06","11961"
"Turkey",2015,"female","55-74 years","0.77","11961"
"Turkey",2015,"female","5-14 years","0.3","11961"
"Turkey",2015,"male","5-14 years","0.28","11961"
"Turkmenistan",1987,"male","75+ years","30.3","815"
"Turkmenistan",1987,"male","55-74 years","26.22","815"
"Turkmenistan",1987,"female","75+ years","25.48","815"
"Turkmenistan",1987,"male","35-54 years","22.26","815"
"Turkmenistan",1987,"female","55-74 years","18.92","815"
"Turkmenistan",1987,"male","25-34 years","18.83","815"
"Turkmenistan",1987,"male","15-24 years","9.57","815"
"Turkmenistan",1987,"female","35-54 years","8.48","815"
"Turkmenistan",1987,"female","15-24 years","7.04","815"
"Turkmenistan",1987,"female","25-34 years","4.37","815"
"Turkmenistan",1987,"male","5-14 years","1.18","815"
"Turkmenistan",1987,"female","5-14 years","0.96","815"
"Turkmenistan",1988,"male","75+ years","35.93","1029"
"Turkmenistan",1988,"male","35-54 years","22.04","1029"
"Turkmenistan",1988,"male","55-74 years","19.91","1029"
"Turkmenistan",1988,"female","75+ years","18.63","1029"
"Turkmenistan",1988,"male","25-34 years","17.37","1029"
"Turkmenistan",1988,"male","15-24 years","14.68","1029"
"Turkmenistan",1988,"female","55-74 years","13.97","1029"
"Turkmenistan",1988,"female","35-54 years","7.05","1029"
"Turkmenistan",1988,"female","15-24 years","6.13","1029"
"Turkmenistan",1988,"female","25-34 years","4.88","1029"
"Turkmenistan",1988,"female","5-14 years","0.94","1029"
"Turkmenistan",1988,"male","5-14 years","0.92","1029"
"Turkmenistan",1989,"male","35-54 years","24.8","1003"
"Turkmenistan",1989,"male","75+ years","23.81","1003"
"Turkmenistan",1989,"male","25-34 years","18.2","1003"
"Turkmenistan",1989,"male","55-74 years","16.75","1003"
"Turkmenistan",1989,"female","75+ years","12.16","1003"
"Turkmenistan",1989,"female","55-74 years","10.56","1003"
"Turkmenistan",1989,"male","15-24 years","8.23","1003"
"Turkmenistan",1989,"female","15-24 years","7.23","1003"
"Turkmenistan",1989,"female","35-54 years","6.4","1003"
"Turkmenistan",1989,"female","25-34 years","6.05","1003"
"Turkmenistan",1989,"male","5-14 years","0.68","1003"
"Turkmenistan",1989,"female","5-14 years","0.46","1003"
"Turkmenistan",1990,"female","75+ years","35.19","1036"
"Turkmenistan",1990,"male","75+ years","29.94","1036"
"Turkmenistan",1990,"male","35-54 years","24.24","1036"
"Turkmenistan",1990,"male","25-34 years","20.83","1036"
"Turkmenistan",1990,"male","55-74 years","19.66","1036"
"Turkmenistan",1990,"male","15-24 years","15.55","1036"
"Turkmenistan",1990,"female","15-24 years","7.69","1036"
"Turkmenistan",1990,"female","35-54 years","6.5","1036"
"Turkmenistan",1990,"female","55-74 years","5.87","1036"
"Turkmenistan",1990,"female","25-34 years","5.22","1036"
"Turkmenistan",1990,"male","5-14 years","1.32","1036"
"Turkmenistan",1990,"female","5-14 years","0","1036"
"Turkmenistan",1991,"male","35-54 years","19.78","1014"
"Turkmenistan",1991,"male","75+ years","18.99","1014"
"Turkmenistan",1991,"male","55-74 years","18.14","1014"
"Turkmenistan",1991,"male","25-34 years","17.76","1014"
"Turkmenistan",1991,"male","15-24 years","13.53","1014"
"Turkmenistan",1991,"female","55-74 years","11.49","1014"
"Turkmenistan",1991,"female","15-24 years","8.65","1014"
"Turkmenistan",1991,"female","25-34 years","6.37","1014"
"Turkmenistan",1991,"female","75+ years","6.17","1014"
"Turkmenistan",1991,"female","35-54 years","5.2","1014"
"Turkmenistan",1991,"male","5-14 years","0.64","1014"
"Turkmenistan",1991,"female","5-14 years","0.22","1014"
"Turkmenistan",1992,"male","35-54 years","21.99","984"
"Turkmenistan",1992,"male","25-34 years","16.04","984"
"Turkmenistan",1992,"male","15-24 years","15.84","984"
"Turkmenistan",1992,"female","75+ years","15.29","984"
"Turkmenistan",1992,"female","15-24 years","9.03","984"
"Turkmenistan",1992,"female","55-74 years","8.77","984"
"Turkmenistan",1992,"male","55-74 years","7.94","984"
"Turkmenistan",1992,"male","75+ years","6.25","984"
"Turkmenistan",1992,"female","35-54 years","5.3","984"
"Turkmenistan",1992,"female","25-34 years","3.12","984"
"Turkmenistan",1992,"male","5-14 years","1.86","984"
"Turkmenistan",1992,"female","5-14 years","0.42","984"
"Turkmenistan",1993,"male","75+ years","23.81","954"
"Turkmenistan",1993,"male","35-54 years","17.74","954"
"Turkmenistan",1993,"male","55-74 years","17.16","954"
"Turkmenistan",1993,"male","25-34 years","12.54","954"
"Turkmenistan",1993,"female","55-74 years","11.91","954"
"Turkmenistan",1993,"male","15-24 years","11.41","954"
"Turkmenistan",1993,"female","15-24 years","6.81","954"
"Turkmenistan",1993,"female","75+ years","6.67","954"
"Turkmenistan",1993,"female","25-34 years","3.69","954"
"Turkmenistan",1993,"female","35-54 years","2.24","954"
"Turkmenistan",1993,"male","5-14 years","1.02","954"
"Turkmenistan",1993,"female","5-14 years","0.43","954"
"Turkmenistan",1994,"female","75+ years","34.75","748"
"Turkmenistan",1994,"male","55-74 years","15.25","748"
"Turkmenistan",1994,"male","35-54 years","14.38","748"
"Turkmenistan",1994,"male","25-34 years","12.6","748"
"Turkmenistan",1994,"male","15-24 years","12.38","748"
"Turkmenistan",1994,"female","55-74 years","6.97","748"
"Turkmenistan",1994,"female","15-24 years","6.29","748"
"Turkmenistan",1994,"male","75+ years","5.99","748"
"Turkmenistan",1994,"female","35-54 years","4.27","748"
"Turkmenistan",1994,"female","25-34 years","3.04","748"
"Turkmenistan",1994,"male","5-14 years","0.79","748"
"Turkmenistan",1994,"female","5-14 years","0.21","748"
"Turkmenistan",1995,"male","35-54 years","18.49","650"
"Turkmenistan",1995,"male","55-74 years","16.43","650"
"Turkmenistan",1995,"male","15-24 years","13.38","650"
"Turkmenistan",1995,"male","75+ years","12.9","650"
"Turkmenistan",1995,"male","25-34 years","10.24","650"
"Turkmenistan",1995,"female","15-24 years","5.31","650"
"Turkmenistan",1995,"female","55-74 years","3.95","650"
"Turkmenistan",1995,"female","25-34 years","3.04","650"
"Turkmenistan",1995,"female","75+ years","2.97","650"
"Turkmenistan",1995,"female","35-54 years","2.18","650"
"Turkmenistan",1995,"male","5-14 years","1.2","650"
"Turkmenistan",1995,"female","5-14 years","0.35","650"
"Turkmenistan",1996,"male","55-74 years","20.82","608"
"Turkmenistan",1996,"male","15-24 years","17.17","608"
"Turkmenistan",1996,"male","35-54 years","16.54","608"
"Turkmenistan",1996,"male","25-34 years","14.35","608"
"Turkmenistan",1996,"female","75+ years","11.87","608"
"Turkmenistan",1996,"male","75+ years","6.45","608"
"Turkmenistan",1996,"female","55-74 years","5.04","608"
"Turkmenistan",1996,"female","15-24 years","3.87","608"
"Turkmenistan",1996,"female","25-34 years","3","608"
"Turkmenistan",1996,"female","35-54 years","2.34","608"
"Turkmenistan",1996,"male","5-14 years","1.67","608"
"Turkmenistan",1996,"female","5-14 years","0.52","608"
"Turkmenistan",1997,"male","25-34 years","20.57","612"
"Turkmenistan",1997,"male","15-24 years","19.42","612"
"Turkmenistan",1997,"male","35-54 years","17.07","612"
"Turkmenistan",1997,"male","55-74 years","14","612"
"Turkmenistan",1997,"female","15-24 years","8.28","612"
"Turkmenistan",1997,"male","75+ years","6.49","612"
"Turkmenistan",1997,"female","35-54 years","3.71","612"
"Turkmenistan",1997,"female","55-74 years","3.37","612"
"Turkmenistan",1997,"female","75+ years","2.97","612"
"Turkmenistan",1997,"female","25-34 years","2.96","612"
"Turkmenistan",1997,"male","5-14 years","1.79","612"
"Turkmenistan",1997,"female","5-14 years","0.34","612"
"Turkmenistan",1998,"male","35-54 years","29.35","636"
"Turkmenistan",1998,"male","25-34 years","20.37","636"
"Turkmenistan",1998,"male","15-24 years","19.87","636"
"Turkmenistan",1998,"female","75+ years","17.54","636"
"Turkmenistan",1998,"male","55-74 years","13.4","636"
"Turkmenistan",1998,"male","75+ years","12.9","636"
"Turkmenistan",1998,"female","15-24 years","8.15","636"
"Turkmenistan",1998,"female","55-74 years","5.12","636"
"Turkmenistan",1998,"female","35-54 years","3.99","636"
"Turkmenistan",1998,"female","25-34 years","2.94","636"
"Turkmenistan",1998,"male","5-14 years","2.38","636"
"Turkmenistan",1998,"female","5-14 years","0.49","636"
"Turkmenistan",1999,"male","35-54 years","27.07","619"
"Turkmenistan",1999,"male","25-34 years","25.65","619"
"Turkmenistan",1999,"male","15-24 years","23.27","619"
"Turkmenistan",1999,"male","55-74 years","20.57","619"
"Turkmenistan",1999,"male","75+ years","12.22","619"
"Turkmenistan",1999,"female","15-24 years","8.43","619"
"Turkmenistan",1999,"female","25-34 years","8.1","619"
